"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Puregym","29 Aug 2025, 17:05","29 Aug 2025, 18:02","","Chest Press (Machine)",,"",2,"normal",73,8,,,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Plank",,"",0,"normal",,,,150,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Crunch",,"",0,"normal",,15,,,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Crunch",,"",1,"normal",,15,,,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Crunch",,"",2,"normal",,15,,,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Superman",,"",0,"normal",,6,,,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Superman",,"",1,"normal",,6,,,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Superman",,"",2,"normal",,6,,,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Side Plank",,"",0,"normal",,,,60,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Side Plank",,"",1,"normal",,,,60,
"Abs","27 Aug 2025, 18:04","27 Aug 2025, 18:31","","Dead Bug",,"",0,"normal",,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Lat Pulldown (Cable)",,"",0,"normal",32,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Lat Pulldown (Cable)",,"",1,"normal",52,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Lat Pulldown (Cable)",,"",2,"normal",52,6,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Lat Pulldown (Cable)",,"",3,"normal",52,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Chest Press (Machine)",,"",0,"normal",39,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Chest Press (Machine)",,"",1,"normal",79,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Chest Press (Machine)",,"",3,"normal",86,4,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Shoulder Press (Dumbbell)",,"",1,"normal",32,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Farmers Carry",,"",0,"normal",60,,,60,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Dead Hang",,"",0,"normal",,,,30,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Pull Up (Assisted)",,"",1,"normal",,5,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Pull Up (Assisted)",,"",2,"normal",,5,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Butterfly (Pec Deck)",,"",1,"normal",113,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Butterfly (Pec Deck)",,"",2,"normal",113,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Butterfly (Pec Deck)",,"",3,"normal",113,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Seated Row (Machine)",,"",0,"normal",32,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Seated Row (Machine)",,"",1,"normal",41,8,,,
"Puregym","26 Aug 2025, 19:53","26 Aug 2025, 20:23","","Seated Row (Machine)",,"",2,"normal",41,8,,,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Plank",,"",0,"normal",,,,150,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Crunch",,"",0,"normal",,8,,,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Crunch",,"",1,"normal",,10,,,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Crunch",,"",2,"normal",,10,,,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Side Plank",,"",0,"normal",,,,60,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Side Plank",,"",1,"normal",,,,60,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Dead Bug",,"",0,"normal",,8,,,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Dead Bug",,"",1,"normal",,10,,,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Superman",,"",0,"normal",,6,,,
"Abs","26 Aug 2025, 18:26","26 Aug 2025, 18:50","","Superman",,"",1,"normal",,6,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Reverse Lunge (Dumbbell)",,"",0,"normal",,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Reverse Lunge (Dumbbell)",,"",1,"failure",20,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Reverse Lunge (Dumbbell)",,"",2,"normal",20,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Reverse Lunge (Dumbbell)",,"",3,"normal",20,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Pull Up (Assisted)",,"",1,"normal",,6,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Lat Pulldown (Cable)",,"",0,"normal",32,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Lat Pulldown (Cable)",,"",1,"normal",52,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Lat Pulldown (Cable)",,"",2,"normal",52,6,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Chest Press (Machine)",,"",0,"normal",39,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Chest Press (Machine)",,"",1,"normal",79,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Chest Press (Machine)",,"",3,"normal",86,6,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Plank",,"",0,"normal",,,,120,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Bulgarian Split Squat",,"",0,"normal",,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Bulgarian Split Squat",,"",1,"normal",10,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Bulgarian Split Squat",,"",2,"normal",15,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Superman",,"",0,"normal",,6,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Superman",,"",1,"normal",,4,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Butterfly (Pec Deck)",,"",1,"normal",100,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Butterfly (Pec Deck)",,"",2,"normal",107,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Butterfly (Pec Deck)",,"",3,"normal",113,8,,,
"Puregym","24 Aug 2025, 20:23","24 Aug 2025, 21:34","","Butterfly (Pec Deck)",,"",4,"normal",113,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Plank",,"",0,"normal",,,,150,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Reverse Lunge (Dumbbell)",,"",0,"normal",,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Reverse Lunge (Dumbbell)",,"",1,"failure",,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Reverse Lunge (Dumbbell)",,"",2,"normal",15,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Reverse Lunge (Dumbbell)",,"",3,"normal",15,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Dead Hang",,"",0,"normal",,,,80,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Lat Pulldown (Cable)",,"",0,"normal",32,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Lat Pulldown (Cable)",,"",1,"normal",52,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Lat Pulldown (Cable)",,"",2,"normal",52,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Lat Pulldown (Cable)",,"",3,"normal",52,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Chest Press (Machine)",,"",0,"normal",39,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Chest Press (Machine)",,"",1,"normal",73,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Chest Press (Machine)",,"",3,"normal",79,6,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Pull Up (Assisted)",,"",1,"normal",,6,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Pull Up (Assisted)",,"",3,"normal",,6,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Bulgarian Split Squat",,"",0,"normal",,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Bulgarian Split Squat",,"",1,"normal",15,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Seated Row (Machine)",,"",0,"normal",32,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Seated Row (Machine)",,"",1,"normal",52,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Seated Row (Machine)",,"",2,"normal",52,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Seated Row (Machine)",,"",3,"normal",52,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Butterfly (Pec Deck)",,"",1,"normal",100,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Butterfly (Pec Deck)",,"",2,"normal",107,8,,,
"Puregym","20 Aug 2025, 21:02","20 Aug 2025, 21:53","","Butterfly (Pec Deck)",,"",3,"normal",107,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Pull Up (Assisted)",,"",1,"normal",,6,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Pull Up (Assisted)",,"",3,"normal",,6,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Lat Pulldown (Cable)",,"",0,"normal",32,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Lat Pulldown (Cable)",,"",1,"normal",52,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Lat Pulldown (Cable)",,"",2,"normal",52,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Lat Pulldown (Cable)",,"",3,"normal",52,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Butterfly (Pec Deck)",,"",1,"normal",86,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Butterfly (Pec Deck)",,"",2,"normal",100,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Butterfly (Pec Deck)",,"",3,"normal",100,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Chest Press (Machine)",,"",0,"normal",39,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Chest Press (Machine)",,"",1,"normal",66,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Chest Press (Machine)",,"",2,"normal",73,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Chest Press (Machine)",,"",3,"normal",79,6,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Seated Row (Machine)",,"",0,"normal",32,8,,,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Plank",,"",0,"normal",,,,120,
"Puregym","18 Aug 2025, 20:58","18 Aug 2025, 21:45","","Reverse Lunge (Dumbbell)",,"",0,"normal",,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Plank",,"",0,"normal",,,,200,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Reverse Lunge (Dumbbell)",,"",0,"normal",,11,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Reverse Lunge (Dumbbell)",,"",1,"failure",15,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Reverse Lunge (Dumbbell)",,"",2,"normal",20,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Bulgarian Split Squat",,"",0,"normal",,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Bulgarian Split Squat",,"",1,"normal",15,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Bulgarian Split Squat",,"",2,"normal",15,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Superman",,"",0,"normal",,6,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Superman",,"",1,"normal",,6,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Superman",,"",2,"normal",,6,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Butterfly (Pec Deck)",,"",0,"normal",52,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Butterfly (Pec Deck)",,"",1,"normal",79,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Butterfly (Pec Deck)",,"",2,"normal",86,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Butterfly (Pec Deck)",,"",3,"normal",86,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Lat Pulldown (Cable)",,"",0,"normal",32,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Lat Pulldown (Cable)",,"",1,"normal",52,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Lat Pulldown (Cable)",,"",2,"normal",52,8,,,
"Puregym","14 Aug 2025, 19:21","14 Aug 2025, 20:04","","Lat Pulldown (Cable)",,"",3,"normal",52,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Dead Hang",,"",0,"normal",,,,80,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Pull Up (Assisted)",,"",1,"normal",,6,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Seated Row (Machine)",,"",0,"normal",32,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Seated Row (Machine)",,"",1,"normal",52,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Seated Row (Machine)",,"",2,"normal",52,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Plank",,"",0,"normal",,,,180,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Butterfly (Pec Deck)",,"",1,"normal",79,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Butterfly (Pec Deck)",,"",2,"normal",86,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Butterfly (Pec Deck)",,"",3,"normal",100,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Lat Pulldown (Cable)",,"",0,"normal",32,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Lat Pulldown (Cable)",,"",1,"normal",45,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Lat Pulldown (Cable)",,"",2,"normal",52,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Chest Press (Machine)",,"",0,"normal",39,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Chest Press (Machine)",,"",1,"normal",66,8,,,
"Puregym","12 Aug 2025, 20:58","12 Aug 2025, 21:35","","Chest Press (Machine)",,"",2,"normal",66,8,,,
"Abs","10 Aug 2025, 16:56","10 Aug 2025, 17:17","","Plank",,"",0,"normal",,,,180,
"Abs","10 Aug 2025, 16:56","10 Aug 2025, 17:17","","Renegade Row (Dumbbell)",,"",0,"normal",10,8,,,
"Abs","10 Aug 2025, 16:56","10 Aug 2025, 17:17","","Renegade Row (Dumbbell)",,"",1,"normal",10,8,,,
"Abs","10 Aug 2025, 16:56","10 Aug 2025, 17:17","","Crunch",,"",0,"normal",,8,,,
"Abs","10 Aug 2025, 16:56","10 Aug 2025, 17:17","","Crunch",,"",1,"normal",,10,,,
"Abs","10 Aug 2025, 16:56","10 Aug 2025, 17:17","","Crunch",,"",2,"normal",,10,,,
"Abs","10 Aug 2025, 16:56","10 Aug 2025, 17:17","","Side Plank",,"",0,"normal",,,,30,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Dead Hang",,"",0,"normal",,,,70,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Pull Up (Assisted)",,"",1,"normal",,6,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Pull Up (Assisted)",,"",3,"normal",,6,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Butterfly (Pec Deck)",,"",1,"normal",120,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Butterfly (Pec Deck)",,"",2,"normal",120,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Butterfly (Pec Deck)",,"",3,"normal",120,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Reverse Lunge (Dumbbell)",,"",0,"normal",,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Reverse Lunge (Dumbbell)",,"",1,"failure",20,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Reverse Lunge (Dumbbell)",,"",2,"normal",20,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Reverse Lunge (Dumbbell)",,"",3,"normal",20,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Plank",,"",0,"normal",,,,150,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Superman",,"",0,"normal",,6,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Superman",,"",1,"normal",,6,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Superman",,"",2,"normal",,6,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Chest Press (Machine)",,"",1,"normal",86,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Chest Press (Machine)",,"",2,"normal",86,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Chest Press (Machine)",,"",3,"normal",79,6,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Lat Pulldown (Cable)",,"",1,"normal",52,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Lat Pulldown (Cable)",,"",2,"normal",52,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Lat Pulldown (Cable)",,"",3,"normal",52,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Bulgarian Split Squat",,"",0,"normal",,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Bulgarian Split Squat",,"",1,"normal",15,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Farmers Carry",,"",0,"normal",60,,,60,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Concentration Curl",,"",0,"normal",10,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Seated Row (Machine)",,"",0,"normal",32,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Seated Row (Machine)",,"",1,"normal",32,8,,,
"Puregym","10 Aug 2025, 10:02","10 Aug 2025, 11:22","","Seated Row (Machine)",,"",2,"normal",52,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Pull Up (Assisted)",,"",1,"normal",,6,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Pull Up (Assisted)",,"",3,"normal",,5,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Butterfly (Pec Deck)",,"",1,"normal",120,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Butterfly (Pec Deck)",,"",2,"normal",120,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Butterfly (Pec Deck)",,"",3,"normal",120,6,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Reverse Lunge (Dumbbell)",,"",0,"normal",,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Reverse Lunge (Dumbbell)",,"",1,"failure",15,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Reverse Lunge (Dumbbell)",,"",2,"normal",15,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Reverse Lunge (Dumbbell)",,"",3,"normal",15,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Plank",,"",0,"normal",,,,150,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Lat Pulldown (Cable)",,"",1,"normal",52,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Lat Pulldown (Cable)",,"",2,"normal",52,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Lat Pulldown (Cable)",,"",3,"normal",52,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Chest Press (Machine)",,"",1,"normal",79,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Dead Hang",,"",0,"normal",,,,60,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Seated Row (Machine)",,"",0,"normal",39,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Seated Row (Machine)",,"",1,"normal",52,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Seated Row (Machine)",,"",2,"normal",52,8,,,
"Puregym","7 Aug 2025, 18:49","7 Aug 2025, 19:25","","Seated Row (Machine)",,"",3,"normal",52,8,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Pull Up (Assisted)",,"",1,"normal",,6,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Pull Up (Assisted)",,"",3,"normal",,6,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Butterfly (Pec Deck)",,"",1,"normal",120,8,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Butterfly (Pec Deck)",,"",2,"normal",120,8,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Butterfly (Pec Deck)",,"",3,"normal",120,8,,,
"Puregym","4 Aug 2025, 16:52","4 Aug 2025, 17:54","","Seated Row (Machine)",,"",0,"normal",32,8,,,
