"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Abs","7 Mar 2026, 10:19","7 Mar 2026, 10:35","","Plank",,"",0,"normal",,,,70,
"Abs","7 Mar 2026, 10:19","7 Mar 2026, 10:35","","Side Plank",,"",0,"normal",,,,70,
"Abs","7 Mar 2026, 10:19","7 Mar 2026, 10:35","","Side Plank",,"",1,"normal",,,,70,
"Abs","7 Mar 2026, 10:19","7 Mar 2026, 10:35","","Reverse Crunch",,"",0,"normal",,30,,,
"Abs","7 Mar 2026, 10:19","7 Mar 2026, 10:35","","Reverse Crunch",,"",1,"normal",,30,,,
"Abs","7 Mar 2026, 10:19","7 Mar 2026, 10:35","","Superman",,"",0,"normal",,10,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Lat Pulldown (Cable)",,"",1,"normal",66,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Pull Up (Assisted)",,"",2,"normal",,7,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Butterfly (Pec Deck)",,"",1,"normal",100,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Butterfly (Pec Deck)",,"",2,"normal",107,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Chest Press (Machine)",,"",1,"normal",73,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Seated Row (Machine)",,"",0,"normal",23,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Seated Row (Machine)",,"",1,"normal",45,8,,,
"Strength","7 Mar 2026, 09:44","7 Mar 2026, 10:10","","Seated Row (Machine)",,"",2,"normal",45,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Pull Up (Assisted)",,"",2,"normal",,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Butterfly (Pec Deck)",,"",1,"normal",113,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Butterfly (Pec Deck)",,"",2,"normal",113,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Lat Pulldown (Cable)",,"",1,"normal",73,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Lat Pulldown (Cable)",,"",2,"normal",73,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Chest Press (Machine)",,"",1,"normal",79,10,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Seated Row (Machine)",,"",0,"normal",23,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Seated Row (Machine)",,"",1,"normal",45,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Seated Row (Machine)",,"",2,"normal",52,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Farmers Carry",,"",0,"normal",60,,,60,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Shoulder Press (Dumbbell)",,"",1,"normal",40,8,,,
"Strength","5 Mar 2026, 19:07","5 Mar 2026, 19:48","","Shoulder Press (Dumbbell)",,"",2,"normal",40,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Butterfly (Pec Deck)",,"",1,"normal",100,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Butterfly (Pec Deck)",,"",2,"normal",113,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Lat Pulldown (Cable)",,"",1,"normal",73,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Lat Pulldown (Cable)",,"",2,"normal",73,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Chest Press (Machine)",,"",1,"normal",79,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Leg Press Horizontal (Machine)",,"",0,"normal",59,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Leg Press Horizontal (Machine)",,"",1,"normal",120,10,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Leg Press Horizontal (Machine)",,"",2,"normal",127,10,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Seated Row (Machine)",,"",0,"normal",23,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Seated Row (Machine)",,"",1,"normal",45,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Seated Row (Machine)",,"",2,"normal",41,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Shoulder Press (Dumbbell)",,"",1,"normal",36,8,,,
"Strength","2 Mar 2026, 20:50","2 Mar 2026, 21:24","","Shoulder Press (Dumbbell)",,"",2,"normal",36,8,,,
"Abs","28 Feb 2026, 12:50","28 Feb 2026, 13:11","","Plank",,"",0,"normal",,,,70,
"Abs","28 Feb 2026, 12:50","28 Feb 2026, 13:11","","Side Plank",,"",0,"normal",,,,70,
"Abs","28 Feb 2026, 12:50","28 Feb 2026, 13:11","","Side Plank",,"",1,"normal",,,,70,
"Abs","28 Feb 2026, 12:50","28 Feb 2026, 13:11","","Reverse Crunch",,"",0,"normal",,20,,,
"Abs","28 Feb 2026, 12:50","28 Feb 2026, 13:11","","Reverse Crunch",,"",1,"normal",,30,,,
"Abs","28 Feb 2026, 12:50","28 Feb 2026, 13:11","","Superman",,"",0,"normal",,10,,,
"Abs","28 Feb 2026, 12:50","28 Feb 2026, 13:11","","Superman",,"",1,"normal",,10,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Pull Up (Assisted)",,"",2,"normal",,6,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Butterfly (Pec Deck)",,"",1,"normal",113,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Butterfly (Pec Deck)",,"",2,"normal",113,10,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Lat Pulldown (Cable)",,"",1,"normal",66,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Lat Pulldown (Cable)",,"",2,"normal",66,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Chest Press (Machine)",,"",1,"normal",79,10,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Chest Press (Machine)",,"",2,"normal",86,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Leg Press Horizontal (Machine)",,"",0,"normal",59,10,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Leg Press Horizontal (Machine)",,"",1,"normal",107,10,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Leg Press Horizontal (Machine)",,"",2,"normal",120,10,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Seated Row (Machine)",,"",0,"normal",23,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Seated Row (Machine)",,"",1,"normal",45,10,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Seated Row (Machine)",,"",2,"normal",45,10,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Single leg sit-to-stand",,"",0,"normal",,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Single leg sit-to-stand",,"",1,"normal",,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Farmers Carry",,"",0,"normal",56,,,60,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Shoulder Press (Dumbbell)",,"",1,"normal",40,8,,,
"Strength","28 Feb 2026, 10:43","28 Feb 2026, 11:39","","Shoulder Press (Dumbbell)",,"",2,"normal",40,6,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Pull Up (Assisted)",,"",1,"normal",,6,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Lat Pulldown (Cable)",,"",0,"normal",32,8,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Lat Pulldown (Cable)",,"",1,"normal",73,7,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Lat Pulldown (Cable)",,"",2,"normal",66,6,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Chest Press (Machine)",,"",1,"normal",73,8,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Chest Press (Machine)",,"",2,"normal",73,8,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Leg Press Horizontal (Machine)",,"",0,"normal",59,8,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Leg Press Horizontal (Machine)",,"",1,"normal",113,10,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Leg Press Horizontal (Machine)",,"",2,"normal",100,10,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Seated Row (Machine)",,"",0,"normal",23,8,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Seated Row (Machine)",,"",1,"normal",41,8,,,
"Strength","26 Feb 2026, 18:50","26 Feb 2026, 19:10","","Seated Row (Machine)",,"",2,"normal",45,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Pull Up (Assisted)",,"",0,"normal",9,10,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Pull Up (Assisted)",,"",2,"normal",,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Butterfly (Pec Deck)",,"",1,"normal",113,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Butterfly (Pec Deck)",,"",2,"normal",113,10,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Lat Pulldown (Cable)",,"",1,"normal",73,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Lat Pulldown (Cable)",,"",2,"normal",73,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Chest Press (Machine)",,"",1,"normal",79,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Leg Press Horizontal (Machine)",,"",0,"normal",52,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Leg Press Horizontal (Machine)",,"",1,"normal",113,10,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Leg Press Horizontal (Machine)",,"",2,"normal",113,10,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Seated Row (Machine)",,"",0,"normal",23,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Seated Row (Machine)",,"",1,"normal",41,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Seated Row (Machine)",,"",2,"normal",45,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Dead Hang",,"",0,"normal",,,,40,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Shoulder Press (Dumbbell)",,"",1,"normal",40,7,,,
"Strength","24 Feb 2026, 13:28","24 Feb 2026, 14:04","","Shoulder Press (Dumbbell)",,"",2,"normal",36,8,,,
"Abs","23 Feb 2026, 19:37","23 Feb 2026, 19:49","","Plank",,"",0,"normal",,,,70,
"Abs","23 Feb 2026, 19:37","23 Feb 2026, 19:49","","Side Plank",,"",0,"normal",,,,70,
"Abs","23 Feb 2026, 19:37","23 Feb 2026, 19:49","","Side Plank",,"",1,"normal",,,,70,
"Abs","23 Feb 2026, 19:37","23 Feb 2026, 19:49","","Reverse Crunch",,"",0,"normal",,30,,,
"Abs","23 Feb 2026, 19:37","23 Feb 2026, 19:49","","Reverse Crunch",,"",1,"normal",,30,,,
"Abs","23 Feb 2026, 19:37","23 Feb 2026, 19:49","","Superman",,"",0,"normal",,10,,,
"Abs","23 Feb 2026, 19:37","23 Feb 2026, 19:49","","Superman",,"",1,"normal",,10,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Lat Pulldown (Cable)",,"",0,"normal",32,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Lat Pulldown (Cable)",,"",1,"normal",52,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Lat Pulldown (Cable)",,"",2,"normal",66,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Chest Press (Machine)",,"",1,"normal",73,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Chest Press (Machine)",,"",2,"normal",73,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Pull Up (Assisted)",,"",2,"normal",,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Butterfly (Pec Deck)",,"",0,"normal",59,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Butterfly (Pec Deck)",,"",1,"normal",100,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Butterfly (Pec Deck)",,"",2,"normal",100,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Leg Press Horizontal (Machine)",,"",0,"normal",52,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Leg Press Horizontal (Machine)",,"",1,"normal",86,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Leg Press Horizontal (Machine)",,"",2,"normal",100,10,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Seated Row (Machine)",,"",0,"normal",23,10,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Seated Row (Machine)",,"",1,"normal",41,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Seated Row (Machine)",,"",2,"normal",41,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Dead Hang",,"",0,"normal",,,,40,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Shoulder Press (Dumbbell)",,"",0,"normal",20,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Shoulder Press (Dumbbell)",,"",1,"normal",32,8,,,
"Strength","22 Feb 2026, 10:37","22 Feb 2026, 11:21","","Shoulder Press (Dumbbell)",,"",2,"normal",36,8,,,
"Abs","20 Feb 2026, 20:55","20 Feb 2026, 21:10","","Plank",,"",0,"normal",,,,70,
"Abs","20 Feb 2026, 20:55","20 Feb 2026, 21:10","","Side Plank",,"",0,"normal",,,,70,
"Abs","20 Feb 2026, 20:55","20 Feb 2026, 21:10","","Side Plank",,"",1,"normal",,,,70,
"Abs","20 Feb 2026, 20:55","20 Feb 2026, 21:10","","Reverse Crunch",,"",0,"normal",,40,,,
"Abs","20 Feb 2026, 20:55","20 Feb 2026, 21:10","","Reverse Crunch",,"",1,"normal",,30,,,
"Abs","20 Feb 2026, 20:55","20 Feb 2026, 21:10","","Superman",,"",0,"normal",,10,,,
"Abs","20 Feb 2026, 20:55","20 Feb 2026, 21:10","","Superman",,"",1,"normal",,10,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Pull Up (Assisted)",,"",0,"normal",9,10,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Pull Up (Assisted)",,"",2,"normal",,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Butterfly (Pec Deck)",,"",0,"normal",66,10,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Butterfly (Pec Deck)",,"",1,"normal",107,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Butterfly (Pec Deck)",,"",2,"normal",113,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Leg Press Horizontal (Machine)",,"",0,"normal",59,10,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Leg Press Horizontal (Machine)",,"",1,"normal",120,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Leg Press Horizontal (Machine)",,"",2,"normal",120,10,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Chest Press (Machine)",,"",1,"normal",79,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Chest Press (Machine)",,"",2,"normal",86,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Seated Row (Machine)",,"",0,"normal",27,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Seated Row (Machine)",,"",1,"normal",41,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Seated Row (Machine)",,"",2,"normal",45,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Lat Pulldown (Cable)",,"",1,"normal",66,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Lat Pulldown (Cable)",,"",2,"normal",73,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Single leg sit-to-stand",,"",0,"normal",,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Single leg sit-to-stand",,"",1,"normal",,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Farmers Carry",,"",0,"normal",52,,,60,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Shoulder Press (Dumbbell)",,"",1,"normal",36,8,,,
"Strength","19 Feb 2026, 19:10","19 Feb 2026, 20:04","","Shoulder Press (Dumbbell)",,"",2,"normal",36,6,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Pull Up (Assisted)",,"",0,"normal",9,10,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Pull Up (Assisted)",,"",2,"normal",,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Chest Press (Machine)",,"",1,"normal",73,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Chest Press (Machine)",,"",2,"normal",79,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Seated Row (Machine)",,"",0,"normal",23,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Seated Row (Machine)",,"",1,"normal",41,10,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Seated Row (Machine)",,"",2,"normal",45,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Leg Press Horizontal (Machine)",,"",0,"normal",59,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Leg Press Horizontal (Machine)",,"",1,"normal",120,10,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Leg Press Horizontal (Machine)",,"",2,"normal",120,10,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Butterfly (Pec Deck)",,"",1,"normal",107,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Butterfly (Pec Deck)",,"",2,"normal",107,10,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Lat Pulldown (Cable)",,"",0,"normal",39,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Lat Pulldown (Cable)",,"",1,"normal",66,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Lat Pulldown (Cable)",,"",2,"normal",66,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Farmers Carry",,"",0,"normal",60,,,60,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Shoulder Press (Dumbbell)",,"",1,"normal",36,10,,,
"Strength","17 Feb 2026, 10:28","17 Feb 2026, 11:15","","Shoulder Press (Dumbbell)",,"",2,"normal",36,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Pull Up (Assisted)",,"",0,"normal",9,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Pull Up (Assisted)",,"",2,"normal",,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Seated Row (Machine)",,"",0,"normal",23,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Seated Row (Machine)",,"",1,"normal",41,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Seated Row (Machine)",,"",2,"normal",41,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Leg Press Horizontal (Machine)",,"",0,"normal",59,10,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Leg Press Horizontal (Machine)",,"",1,"normal",120,10,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Leg Press Horizontal (Machine)",,"",2,"normal",120,10,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Chest Press (Machine)",,"",0,"normal",45,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Chest Press (Machine)",,"",1,"normal",66,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Chest Press (Machine)",,"",2,"normal",73,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Butterfly (Pec Deck)",,"",0,"normal",66,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Butterfly (Pec Deck)",,"",1,"normal",107,8,,,
"Strength","14 Feb 2026, 09:42","14 Feb 2026, 10:16","","Butterfly (Pec Deck)",,"",2,"normal",100,8,,,
